Retweets,Likes,Cleaned_Tweets,day,month
268,4771,"All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",15,7
3977,50565,Dragon launching in 2 mins,15,7
607,13321,"Most importantly, we need to delete or thermally protect remaining secondary structure, so we can remove shrouds",14,7
624,8210,"10.13 goes to internal beta tomorrow, external next week. Should handle Chuck’s complex left turn.Beta v11 hopefully end of next month, which just amounts to incorporating highway. Importance of “v11” has been reduced by all the 10.x releases. We’re already mostly at v11.",14,7
3136,66747, = bs,13,7
809,27780,Thanks for everything you have done for Tesla! It has been an honor working with you.,13,7
2008,31374,Wow,13,7
2216,33933,Absolutely. And lithium batteries are the new oil.,13,7
312,5947,"If testing goes well, as soon as next month",13,7
304,9611,Cool,13,7
4695,107019,Gives whole new meaning to Go Pros!,13,7
14087,189309,Imagine if MSNBC did that,13,7
54861,498241,A+ for cinematography,13,7
1249,61831,Ancient times,13,7
1991,44411,"Was just up in the booster propulsion section. Damage appears to be minor, but we need to inspect all the engines. Best to do this in the high bay.",13,7
6886,114251,Starship launch site tonight,13,7
868,16830,Join our underground movement!,13,7
5276,96897,Excited about  potential!,13,7
2575,94090,Lmaooo,12,7
12992,226832,Oh the irony lol,12,7
672,12070,No problem to recycle the 4680 pack. Just think of any battery pack as super high grade ore – it is always better to start with high grade ore than low grade!,12,7
207,4836,But Fifth Element was great,12,7
551,11621,Base of the vehicle seems ok by flashlight. I was just out there about an hour ago. We shut down the pad for the night for safety. Will know more in the morning.,12,7
1563,41361,"Cool, congrats! Now the simulators will have to spend more money on rendering.",12,7
418,5461,"Rereading The Life of Greece by Durant. In recent months, read American Caesar, Masters of Doom, Not Much of an Engineer, Wages of Destruction and Storm of Steel. Not much book fiction lately. Video games seem to have better stories these days.",12,7
101,1926,I do recommend a lot of books,12,7
233,7867,And too many little red or green LED indicators,12,7
649,10347,YouTube keeps playing me the same annoying scam ads every time I use it. The algorithm is convinced that I can “make money through Audible” …,12,7
335,5638,"That is one of the things we will be doing going forward.This particular issue, however, was specific to the engine spin start test (Raptor has a complex start sequence). Going forward, we won’t do a spin start test with all 33 engines at once.",12,7
3312,33924,"Trump would be 82 at end of term, which is too old to be chief executive of anything, let alone the United States of America.If DeSantis runs against Biden in 2024, then DeSantis will easily win – he doesn’t even need to campaign.",12,7
957,19106,"Yeah, but too much drama. Do we really want a bull in a china shop situation every single day!?Also, I think the legal maximum age for start of Presidential term should be 69.",12,7
2872,33898,"I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",12,7
4983,79865,Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.Ability to adjust activation temperature coming with next software release.,12,7
9950,258135,Not true,12,7
460,9372,"Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.That said, we have a lot of sensors to detect this. More later.",11,7
1932,55667,"Yeah, actually not good. Team is assessing damage.",11,7
290,5508, + ⌨ v1.05,11,7
634,15258,Mimic + Dark Moon + Stars of Ruin,11,7
935,22423,Absolutely,11,7
201,3896,Problematic,11,7
1111,44135,"Good chance you’re experiencing at least mild acid reflux at night, affecting quality sleep without consciousness awareness",11,7
1581,23688,Children are essential to the future,11,7
30294,371991,"For improved quality of sleep, raise head of your bed by about 3” or 5cm and don’t eat 3 hours before bedtime",11,7
4802,55874,These polar launches will enable complete coverage of Earth (where approved by local government),11,7
8189,186802,Chuckmate,11,7
858,10984,Hello???,11,7
3154,39198,"Future wars are all about the drones. Human crews of planes or tanks have no chance.One exception: a purely analog, human-controlled vehicle is far more resilient to EMF weapons.",8,7
8688,61353,Whoever controls the teleprompter is the real President!,8,7
355,5888,"We know so little today. I want to know the meaning of life or whatever the right question is to ask, as Douglas Adams would put it. Wait … are you guys related?",8,7
305,5103,But sponges &amp; starfish obv can,8,7
383,6629,"Consciousness can understand the nature of the Universe. Clams, not so much.",8,7
460,6485,Interesting. Who is behind the bot attack?,8,7
1192,10882,"Kids are worth it if at all possible. I’m planning to increase childcare benefits at my companies significantly.Hopefully, other companies do same.Also, Musk Foundation plans to donate directly to families.Hopefully, details to be announced next month.",8,7
156,3305,"Agreed, this needs to be addressed",8,7
781,9246,The world has gone mad,8,7
1844,52992,Terrible news,8,7
421,13694,Great!,8,7
513,10136,That is indeed the real question,7,7
343,7131,I had same great experience from Tokyo to Osaka,7,7
990,22929,China &amp; Japan have awesome trains. Took bullet train from Beijing to Xi’an to see Terracotta Army of .,7,7
7651,138193,Super fired up for future product development with our awesome Tesla team! Such an honor to work with them.,7,7
239,4819,"Also, being ruggedized for relentless salt spray &amp; extreme winds &amp; storms in deep ocean is not easy",7,7
554,10884,"No, it’s dual, high performance terminals, which are important for maintaining the connection in choppy seas &amp; heavy storms.Still obv premium pricing, but way cheaper &amp; faster than alternatives.SpaceX was paying $150k/month for a much worse connection to our ships!",7,7
434,9023,"A flying, electric boat would be sickkk",7,7
7969,103667,Starlink for boats!,7,7
381,7779,Not bad! It is high time that the future looked like the future.Same goes for fashion.,7,7
257,5111,"Pretty much. A van would have more roof height, so you could stand or sit under it for shade.",7,7
530,10235,"Maybe with an optional solar power canopy that extends both sides of the van, tripling roof area",7,7
111,2663,Exactly,7,7
6573,121091,Maybe Tesla should make a highly configurable Robovan for people &amp; cargo?,7,7
3284,28526,"Far too many people are under the illusion that Earth is overpopulated, even though birth rate trends are so obviously headed to population collapse",7,7
16793,262562,I hope you have big families and congrats to those who already do!,7,7
17898,306380,Population of Mars is still zero people!,7,7
3783,78213,"Mark my words, they are sadly true",7,7
24897,267786,Doing my best to help the underpopulation crisis. A collapsing birth rate is the biggest danger civilization faces by far.,7,7
223,3825,"“Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",7,7
3986,37382,"Highly recommend Revolutions by Mike Duncan, especially Season 10",6,7
2623,43060,"The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",6,7
1908,21043,Troubling …,6,7
2027,10498,Supporting Doge wherever possible,6,7
7228,144907,"Moon brought us together in ‘69,Mars can do that in the future",6,7
9428,143317,"Without a common goal, humanity will fight itself",6,7
173,3473,Exactly,6,7
4213,37460,Can you say more about this: “… pressures that the government may have placed on Twitter …”,6,7
46919,585049,Humanity will reach Mars in your lifetime,6,7
5975,102240,Flatulence Earther,6,7
150,3251,Maybe later this year,6,7
775,13397,Zip around Vegas super fast with Teslas in tunnels!,6,7
630,12105,"Structural pack is the right overall architecture from a physics standpoint, but it is still far from optimized",6,7
308,6335,I find the gold toe sock – inevitably off kilter &amp; washed out – a little troubling esthetically &amp; arguably a bit corpo,5,7
1456,30571,"Sock Con, the conference for socks",5,7
1288,28424,Always something new for the magazine cover and the articles practically write themselves,5,7
2974,56477,A veritable “sock aficionado”,5,7
119,3522,This guy gets it,5,7
1219,23757,Sock tech is so advanced that you can get pretty much anything in sock form these days!,5,7
4648,95024,I must confess to a penchant for creative socks,5,7
1411,30140,It’s time,5,7
159,3085,"His success was in fact due, in part, because he was super fun at parties, spoke and wrote incredibly well!",5,7
2176,45828,"While bleak posts maybe generate more clicks, more happier moments in history would be nice",5,7
308,5038,There is so much actual matrix math in AI! The compute power is still overwhelmingly dot products!,5,7
1017,10882,"Yeah, they’re going way too far in squashing dissenting opinions",5,7
1112,21685,"I’m pro-nuclear, but chart is overly weighted towards it and significantly overstates the mining required for solar. Take it with a big grain of salt.",5,7
289,6725,The 3am oil is being burned to get this out.,5,7
1872,61832,I knew it!,5,7
473,12117,Good,5,7
8833,163346,Elvis is just Elvish without an h,4,7
16091,289550,Happy July 4th!,4,7
790,21221,Great work!,2,7
166,4427,My suit is tragic,2,7
261,7273,Talulah designed that dress herself and much of my 40th birthday party. She is a party genius. ,2,7
18708,310777,Honored to meet  yesterday,2,7
8691,243066,"Venice, a site of Great Remembrance",2,7
20680,337138,Feeling … perhaps … a little bored?,2,7
14445,166980,Wise words from SJM,2,7
1398,12718,"Their attempt to bait and switch satellite spectrum for cellular spectrum is super shady and unethical. If they are successful, it would hurt the least served and completely unserved of the world. Very messed up.",21,6
3324,67275,Hardly anyone knows this,21,6
232,4612,Probably only a few months,21,6
8244,144507,Twitter me &amp; real-life me are quite different haha!,21,6
1674,40406,The vote of confidence is much appreciated,21,6
393,10835,Artificial Insemination?,20,6
14725,143856,AI gets better every day,20,6
2335,39784,Some great suggestions in the comments!,20,6
1607,30386,But sometimes they’re out of stock,20,6
204,6258,That was the largest wheel of cheese in the Beverly Hills Cheese Shop!,20,6
327,5027,"I love many cheeses, so hard to say that a particular one is best, but maybe Stilton",20,6
2485,50430,The sheer variety of cheese is amazing,20,6
9741,185127,What … is your favorite cheese?,20,6
443,15138,cgi irl,20,6
1031,20017,Trending to emptiness,20,6
